,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Plate,information,Unnamed,Unnamed: 19,2,Unnamed.1,Unnamed: 22,3,Unnamed.2,Unnamed: 25,4,Unnamed.3,Unnamed: 28,5,Unnamed.4,Unnamed: 31,6,Unnamed.5,Unnamed: 34,7,Unnamed.6,Unnamed: 37,8,Unnamed.7,Unnamed: 40,9,Unnamed.8,Unnamed: 43,10,Unnamed.9,Unnamed: 46,11,Unnamed.10,Unnamed: 49,12,Unnamed.11,Unnamed: 52,13,Unnamed.12,Unnamed: 55,14,Unnamed.13,Unnamed: 58,15,Unnamed.14,Unnamed: 61,16,Unnamed.15,Unnamed: 64,17,Unnamed.16,Unnamed: 67,18,Unnamed.17,Unnamed: 70,19,Unnamed.18,Unnamed: 73,20,Unnamed.19,Unnamed: 76,21,Unnamed.20,Unnamed: 79,22,Unnamed.21,Unnamed: 82,23,Unnamed.22,Unnamed: 85,24,Unnamed.23,Unnamed: 88,25,Unnamed.24,Unnamed: 91,26
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,,14.51,21.88,22,45,45.5,22.36,22.19,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,9/7/2023,1,36,51,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,1,Pingping,US,LUM,384,(cps),0,68,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,A,0.1398610114679241,0.07775319132117674,-0.05089872183994281,0.21416858200063982,-0.3869463915625226,-0.004317856729882321,0.10104362387620698,0.1631514440229545,-0.06531660865972345,-0.06864381331044217,-0.05422592649066153,0.1088071013945505,-0.24498565979852854,-0.27936677452262076,0.024517916909678965,0.7942112594425842,0.09438921457476986,-0.15515113422912602,-0.3337111171510248,-0.26494888770284014,-0.1518239295784074,-0.215040817942061,-0.8571913155307529,4.714767406206014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,B,0.07886225953808297,-0.06198940400900489,0.22082299130207708,-0.11411561020359642,-0.09304331408237866,-0.019844811766569204,-0.05977126757519241,-0.2305677729787479,0.002336552571554961,-0.08971610943165993,-0.6653225140059797,-0.08749797299784762,-0.11522467842050266,-0.4279819155880521,-0.11300654198669019,-0.4989622814700491,-0.1252062923726585,-0.22502243189421683,-0.20284106755609277,-0.44461793884164513,-0.3292748442834,-0.2727123652211836,-0.8527550426631281,4.5251167411150535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,C,-0.016517607115850482,0.18866001301179708,0.13653380681720556,-0.7030308333807906,0.012318166523710802,0.07775319132117674,-0.055334994707567614,-0.015408538898944404,-0.07862542726259801,-0.004317856729882321,0.015645371174429365,-0.503398554337674,-0.7407391527556015,-0.11078840555287786,-0.06642567687662969,-0.19618665825465556,-0.10635213268525306,-0.13296976989100187,-0.24942193266615334,-0.20173199933918654,-0.20173199933918654,-0.2893483884747766,-0.8549731790969406,4.9221631627674745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,D,-0.11855188307122122,-0.07973449547950409,-0.39803707373158465,-0.04978965362303673,-0.13740604275862667,-0.2305677729787479,-0.05866219935828633,-0.1629146117474694,-0.20395013577299892,-0.11300654198669019,-0.10857026911906538,-0.32705670784958757,-0.08306170013022282,-0.08860704121475386,-0.14627858849387634,-0.22280429546040445,-0.27936677452262076,-0.26273075126902773,-0.2194770908096858,-0.2516400690999657,-0.23944031871399749,-0.27936677452262076,-0.8549731790969406,4.861164410837633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,E,0.031172326211116246,0.020081644042054165,0.04115394016327209,-0.4135640287682715,-0.17622343035034388,-0.10524306446834682,-0.09969772338381579,-0.10191585981762827,-0.06531660865972345,-0.028717357501818808,-0.24276752336471613,-0.149605793144595,-0.15958740709675084,-0.1784415667841563,-0.2416584551478099,-0.07973449547950409,-0.18398690786868732,-0.19618665825465556,-0.39138266443014735,-0.2416584551478099,-0.22502243189421683,-0.3337111171510248,-0.8594094519645654,4.713658337989108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,F,0.008990961872992082,0.12433405643123739,-0.04202617610469321,-0.08860704121475386,-0.23167684119565404,-0.13186070167409578,-0.5155983047236422,-0.334820185367931,-0.12631536058956475,-0.13962417919243916,-0.2416584551478099,-0.3470199357538993,-0.23167684119565404,-0.20949547685752998,-0.3070934799452759,-0.2993300024269325,-0.20173199933918654,-0.2416584551478099,-0.2660579559197464,-0.7529389031415699,-0.2904574566916829,-0.3314929807172124,-0.8594094519645654,4.851182796885477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,G,0.20307789983157773,0.08108039597189545,2.832678642116187,0.09882548744239467,-0.07197101796116073,0.03228139442802249,0.003445620788461201,-0.03869897145397465,-0.03869897145397465,0.1465154207693614,1.9232427042530997,-0.06864381331044217,-0.06864381331044217,-0.09304331408237866,-0.1828778396517811,-0.33038391250030613,-0.3924917326470536,-0.27160329700427743,-0.23944031871399749,-0.24720379623234093,-0.27049422878737117,-0.3204022985481504,-0.8571913155307529,4.936581049587255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,H,-0.10191585981762827,-0.024281084634194004,-0.06309847222591114,-0.05200779005684905,-0.14849672492768876,0.018972575825147924,-0.5899058752563578,-0.20062293112228036,0.018972575825147924,0.09328014635786362,-0.0752982226118793,-0.14295138384315778,-0.20173199933918654,-0.3159660256805255,-0.1817687714348749,-0.22280429546040445,-0.2106045450744362,-0.29489372955930765,-0.2815849109564333,-0.32372950319886895,-0.19618665825465556,-0.35256527683843025,-0.8527550426631281,4.8123654092937596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,I,-0.030935493935631126,0.15760610293842348,0.09771641922548842,-0.20395013577299892,0.024517916909678965,-0.5277980551096104,-0.08638890478094138,0.06333530450139609,-0.057553131141380096,-0.034262698586349845,-0.37363757295964817,-0.5322343279772352,-0.10524306446834682,-0.149605793144595,-0.17289622569962523,-0.160696475313657,-0.11189747376978411,-0.14406045206006396,-0.14295138384315778,-0.2460947280154347,-0.2083864086406238,-0.25940354661830917,-0.8560822473138466,4.47631773957118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,J,-0.017626675332756723,-0.08527983656403514,-0.11411561020359642,-0.14184231562625155,-0.3004390706438387,-0.07640729082878554,-0.2660579559197464,-0.8017379046854428,-0.15736927066293843,-0.4046914830330218,-0.1562602024460322,-0.26827609235355876,-0.11300654198669019,-0.2549672737506843,-0.13075163345718954,-0.2483128644492471,-0.2283496365449354,-0.23278590941256028,-0.3836191869118039,-0.2483128644492471,-0.24387659158162228,-0.41578216520208383,-0.8549731790969406,4.852291865102384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,K,0.10215269209311321,-0.09526145051619098,-0.0752982226118793,-0.8061741775530676,-0.10967933733597163,-0.012081334248225682,-0.19064131717012453,-0.10635213268525306,-0.06531660865972345,-0.10857026911906538,-0.11966095128812747,-0.22058615902659204,-0.22169522724349822,-0.3314929807172124,-0.12298815593884603,-0.39360080086395977,-0.1562602024460322,-0.25718541018449675,-0.4235456427204273,-0.20395013577299892,-0.38916452799633494,-0.3692013000920233,-0.8549731790969406,4.490735626390961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,L,-0.09526145051619098,-0.14295138384315778,-0.2416584551478099,-0.2460947280154347,-0.2815849109564333,-0.22724056832802925,-0.1451695202769702,-0.19064131717012453,2.6984813878705363,-0.25385820553377814,-0.46569023496286305,-0.3159660256805255,-0.2283496365449354,-0.22058615902659204,-0.16845995283200044,-0.8472097015785971,-0.22945870476184166,-0.6985945605131658,-0.27714863808880835,-0.32372950319886895,-0.2982209342100263,-0.11078840555287786,-0.8560822473138466,4.0493264760622925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,M,-0.023172016417287764,0.04004487194636585,-0.30598441172836965,-0.08527983656403514,-0.016517607115850482,-0.6054328302930447,-0.026499221068006326,-0.07973449547950409,-0.03204456215253736,-0.6974854922962596,-0.3093116163790883,-0.17622343035034388,-0.08306170013022282,-0.11966095128812747,-0.11411561020359642,-0.12742442880647098,-0.2350040458463727,-0.17178715748271908,-0.4690174396135816,-0.2782577063057146,-0.3958189372977722,-0.28602118382405806,-0.862736656615284,4.067071567532792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,N,0.03782673551255337,-0.09969772338381579,-0.03204456215253736,-0.47678091713192505,-0.22169522724349822,-0.4423998024078327,-0.22280429546040445,-0.22724056832802925,-0.14849672492768876,-0.19618665825465556,-0.20062293112228036,-0.3226204349819628,-0.25385820553377814,-0.13186070167409578,-0.5499794194477345,-0.6985945605131658,-0.19840479468846797,-0.21725895437587342,-0.3093116163790883,-0.33260204893411854,-0.25718541018449675,-0.3048753435114635,-0.8605185201814715,4.175760252789599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,O,0.09771641922548842,-0.014299470682038164,-0.23611311406327884,-0.520034577591267,-0.7185577884174775,0.005663757222273521,0.2995668347024174,-0.1385151109755329,-0.5211436458081732,-0.149605793144595,-0.07640729082878554,-0.06420754044281737,-0.8339008829757226,-0.013190402465131923,-0.16624181639818802,-0.13518790632481434,-0.21836802259277965,-0.25940354661830917,-0.23611311406327884,-0.6464683543185742,-0.14627858849387634,-0.2283496365449354,-0.8583003837476592,4.048217407845386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,P,0.18089653549345372,0.05224462233233401,-0.035371766803255926,-0.18398690786868732,-0.15515113422912602,-0.1252062923726585,-0.28269397917333944,-0.6364867403664184,-0.08306170013022282,-0.22169522724349822,-0.1862050443024997,-0.15847833887984458,-0.21171361329134236,-0.20284106755609277,-0.226131500111123,-0.28380304739024564,-0.20949547685752998,-0.46347209852905064,-0.38029198226108535,-0.3181841621143379,-0.226131500111123,-0.5078348272052987,-0.862736656615284,3.505883049778252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,Assay,ID,,,,,,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,Assay,Started,,,,,,9/7/2023,1,35,19,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,Assay,Finished,,,,,,9/7/2023,1,37,08,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,Assay,Exported,,,,,,9/7/2023,1,37,08,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,Protocol,ID,,,,,,100188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,Protocol,Name,,,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,Serial#,,,,,,1040181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,Number,of,assay,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,Start,assay,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,Number,of,plate,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,Start,plate,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,Is,label,meas.,height,used,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,Height,of,measurement,,,,6.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,Is,gripper,height,used,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
